book	chapter	verse_order	sentence_order	word_order	word=1	word_or_punct	word_class
Jer 	23 	4 	1 	16 	1 	shall 	MD
Jer 	23 	4 	1 	17 	1 	fear 	NN
Jer 	23 	4 	1 	18 	1 	no 	DT
Jer 	23 	4 	1 	19 	1 	more 	RBR
Jer 	23 	4 	1 	20 	0 	,
Jer 	23 	4 	1 	21 	1 	nor 	CC
Jer 	23 	4 	1 	22 	1 	be 	VB
Jer 	23 	4 	1 	23 	1 	dismayed 	NN
Jer 	23 	4 	1 	24 	0 	,
Jer 	23 	4 	1 	25 	1 	neither 	DT
Jer 	23 	4 	1 	26 	1 	shall 	MD
Jer 	23 	4 	1 	27 	1 	they 	PRP
Jer 	23 	4 	1 	28 	1 	be 	VB
Jer 	23 	4 	1 	29 	1 	lacking 	VBG
Jer 	23 	4 	1 	30 	0 	,
Jer 	23 	4 	1 	31 	1 	saith 	NN
Jer 	23 	4 	1 	32 	1 	the 	DT
Jer 	23 	4 	1 	33 	1 	LORD 	NN
Jer 	23 	4 	1 	34 	0 	.
Jer 	23 	5 	1 	1 	1 	Behold 	NN
Jer 	23 	5 	1 	2 	0 	,
Jer 	23 	5 	1 	3 	1 	the 	DT
Jer 	23 	5 	1 	4 	1 	days 	NNS
Jer 	23 	5 	1 	5 	1 	come 	VB
Jer 	23 	5 	1 	6 	0 	,
Jer 	23 	5 	1 	7 	1 	saith 	NN
Jer 	23 	5 	1 	8 	1 	the 	DT
Jer 	23 	5 	1 	9 	1 	LORD 	NN
Jer 	23 	5 	1 	10 	0 	,
Jer 	23 	5 	1 	11 	1 	that 	IN
Jer 	23 	5 	1 	12 	1 	I 	PRP
Jer 	23 	5 	1 	13 	1 	will 	MD
Jer 	23 	5 	1 	14 	1 	raise 	NN
Jer 	23 	5 	1 	15 	1 	unto 	NN
Jer 	23 	5 	1 	16 	1 	David 	NNP
Jer 	23 	5 	1 	17 	1 	a 	DT
Jer 	23 	5 	1 	18 	1 	righteous 	JJ
Jer 	23 	5 	1 	19 	1 	Branch 	NN
Jer 	23 	5 	1 	20 	0 	,
Jer 	23 	5 	1 	21 	1 	and 	CC
Jer 	23 	5 	1 	22 	1 	a 	DT
Jer 	23 	5 	1 	23 	1 	King 	VBG
Jer 	23 	5 	1 	24 	1 	shall 	MD
Jer 	23 	5 	1 	25 	1 	reign 	NN
Jer 	23 	5 	1 	26 	1 	and 	CC
Jer 	23 	5 	1 	27 	1 	prosper 	NN
Jer 	23 	5 	1 	28 	0 	,
Jer 	23 	5 	1 	29 	1 	and 	CC
Jer 	23 	5 	1 	30 	1 	shall 	MD
Jer 	23 	5 	1 	31 	1 	execute 	NN
Jer 	23 	5 	1 	32 	1 	judgment 	NN
Jer 	23 	5 	1 	33 	1 	and 	CC
Jer 	23 	5 	1 	34 	1 	justice 	NN
Jer 	23 	5 	1 	35 	1 	in 	IN
Jer 	23 	5 	1 	36 	1 	the 	DT
Jer 	23 	5 	1 	37 	1 	earth 	NN
Jer 	23 	5 	1 	38 	0 	.
Jer 	23 	6 	1 	1 	1 	In 	IN
Jer 	23 	6 	1 	2 	1 	his 	PRP$
Jer 	23 	6 	1 	3 	1 	days 	NNS
Jer 	23 	6 	1 	4 	1 	Judah 	NN
Jer 	23 	6 	1 	5 	1 	shall 	MD
Jer 	23 	6 	1 	6 	1 	be 	VB
Jer 	23 	6 	1 	7 	1 	saved 	VBN
Jer 	23 	6 	1 	8 	0 	,
Jer 	23 	6 	1 	9 	1 	and 	CC
Jer 	23 	6 	1 	10 	1 	Israel 	NNP
Jer 	23 	6 	1 	11 	1 	shall 	MD
Jer 	23 	6 	1 	12 	1 	dwell 	NN
Jer 	23 	6 	1 	13 	1 	safely 	RB
Jer 	23 	6 	1 	14 	0 	:
Jer 	23 	6 	1 	15 	1 	and 	CC
Jer 	23 	6 	1 	16 	1 	this 	DT
Jer 	23 	6 	1 	17 	1 	is 	VBZ
Jer 	23 	6 	1 	18 	1 	his 	PRP$
Jer 	23 	6 	1 	19 	1 	name 	NN
Jer 	23 	6 	1 	20 	1 	whereby 	NN
Jer 	23 	6 	1 	21 	1 	he 	PRP
Jer 	23 	6 	1 	22 	1 	shall 	MD
Jer 	23 	6 	1 	23 	1 	be 	VB
Jer 	23 	6 	1 	24 	1 	called 	VBN
Jer 	23 	6 	1 	25 	0 	,
Jer 	23 	6 	1 	26 	1 	THE 	DT
Jer 	23 	6 	1 	27 	1 	LORD 	NN
Jer 	23 	6 	1 	28 	1 	OUR 	NN
Jer 	23 	6 	1 	29 	1 	RIGHTEOUSNESS 	NN
Jer 	23 	6 	1 	30 	0 	.
Jer 	23 	7 	1 	1 	1 	Therefore 	RB
Jer 	23 	7 	1 	2 	0 	,
Jer 	23 	7 	1 	3 	1 	behold 	NN
Jer 	23 	7 	1 	4 	0 	,
Jer 	23 	7 	1 	5 	1 	the 	DT
Jer 	23 	7 	1 	6 	1 	days 	NNS
Jer 	23 	7 	1 	7 	1 	come 	VB
Jer 	23 	7 	1 	8 	0 	,
Jer 	23 	7 	1 	9 	1 	saith 	NN
Jer 	23 	7 	1 	10 	1 	the 	DT
Jer 	23 	7 	1 	11 	1 	LORD 	NN
Jer 	23 	7 	1 	12 	0 	,
Jer 	23 	7 	1 	13 	1 	that 	IN
Jer 	23 	7 	1 	14 	1 	they 	PRP
Jer 	23 	7 	1 	15 	1 	shall 	MD
Jer 	23 	7 	1 	16 	1 	no 	DT
Jer 	23 	7 	1 	17 	1 	more 	RBR
Jer 	23 	7 	1 	18 	1 	say 	VB
Jer 	23 	7 	1 	19 	0 	,
Jer 	23 	7 	1 	20 	1 	The 	DT
Jer 	23 	7 	1 	21 	1 	LORD 	NN
Jer 	23 	7 	1 	22 	1 	liveth 	NN
Jer 	23 	7 	1 	23 	0 	,
Jer 	23 	7 	1 	24 	1 	which 	WDT
Jer 	23 	7 	1 	25 	1 	brought 	NN
Jer 	23 	7 	1 	26 	1 	up 	RB
Jer 	23 	7 	1 	27 	1 	the 	DT
Jer 	23 	7 	1 	28 	1 	children 	NNS
Jer 	23 	7 	1 	29 	1 	of 	IN
Jer 	23 	7 	1 	30 	1 	Israel 	NNP
Jer 	23 	7 	1 	31 	1 	out 	IN
Jer 	23 	7 	1 	32 	1 	of 	IN
Jer 	23 	7 	1 	33 	1 	the 	DT
Jer 	23 	7 	1 	34 	1 	land 	NN
Jer 	23 	7 	1 	35 	1 	of 	IN
Jer 	23 	7 	1 	36 	1 	Egypt 	NN
Jer 	23 	7 	1 	37 	0 	;
Jer 	23 	8 	1 	1 	1 	But 	CC
Jer 	23 	8 	1 	2 	0 	,
Jer 	23 	8 	1 	3 	1 	The 	DT
Jer 	23 	8 	1 	4 	1 	LORD 	NN
Jer 	23 	8 	1 	5 	1 	liveth 	NN
Jer 	23 	8 	1 	6 	0 	,
Jer 	23 	8 	1 	7 	1 	which 	WDT
Jer 	23 	8 	1 	8 	1 	brought 	NN
Jer 	23 	8 	1 	9 	1 	up 	RB
Jer 	23 	8 	1 	10 	1 	and 	CC
Jer 	23 	8 	1 	11 	1 	which 	WDT
Jer 	23 	8 	1 	12 	1 	led 	VBN
Jer 	23 	8 	1 	13 	1 	the 	DT
Jer 	23 	8 	1 	14 	1 	seed 	NN
Jer 	23 	8 	1 	15 	1 	of 	IN
Jer 	23 	8 	1 	16 	1 	the 	DT
Jer 	23 	8 	1 	17 	1 	house 	NN
Jer 	23 	8 	1 	18 	1 	of 	IN
Jer 	23 	8 	1 	19 	1 	Israel 	NNP
Jer 	23 	8 	1 	20 	1 	out 	IN
Jer 	23 	8 	1 	21 	1 	of 	IN
Jer 	23 	8 	1 	22 	1 	the 	DT
Jer 	23 	8 	1 	23 	1 	north 	NN
Jer 	23 	8 	1 	24 	1 	country 	NN
Jer 	23 	8 	1 	25 	0 	,
Jer 	23 	8 	1 	26 	1 	and 	CC
Jer 	23 	8 	1 	27 	1 	from 	IN
Jer 	23 	8 	1 	28 	1 	all 	DT
Jer 	23 	8 	1 	29 	1 	countries 	NNS
Jer 	23 	8 	1 	30 	1 	whither 	NN
Jer 	23 	8 	1 	31 	1 	I 	PRP
Jer 	23 	8 	1 	32 	1 	had 	VBD
Jer 	23 	8 	1 	33 	1 	driven 	NN
Jer 	23 	8 	1 	34 	1 	them 	PRP
Jer 	23 	8 	1 	35 	0 	;
Jer 	23 	8 	1 	36 	1 	and 	CC
Jer 	23 	8 	1 	37 	1 	they 	PRP
Jer 	23 	8 	1 	38 	1 	shall 	MD
Jer 	23 	8 	1 	39 	1 	dwell 	NN
Jer 	23 	8 	1 	40 	1 	in 	IN
Jer 	23 	8 	1 	41 	1 	their 	PRP$
Jer 	23 	8 	1 	42 	1 	own 	JJ
Jer 	23 	8 	1 	43 	1 	land 	NN
Jer 	23 	8 	1 	44 	0 	.
Jer 	23 	9 	1 	1 	1 	Mine 	NN
Jer 	23 	9 	1 	2 	1 	heart 	NN
Jer 	23 	9 	1 	3 	1 	within 	IN
Jer 	23 	9 	1 	4 	1 	me 	PRP
Jer 	23 	9 	1 	5 	1 	is 	VBZ
Jer 	23 	9 	1 	6 	1 	broken 	NN
Jer 	23 	9 	1 	7 	1 	because 	IN
Jer 	23 	9 	1 	8 	1 	of 	IN
Jer 	23 	9 	1 	9 	1 	the 	DT
Jer 	23 	9 	1 	10 	1 	prophets 	NNS
Jer 	23 	9 	1 	11 	0 	;
Jer 	23 	9 	1 	12 	1 	all 	DT
Jer 	23 	9 	1 	13 	1 	my 	PRP$
Jer 	23 	9 	1 	14 	1 	bones 	NNS
Jer 	23 	9 	1 	15 	1 	shake 	NN
Jer 	23 	9 	1 	16 	0 	;
Jer 	23 	9 	1 	17 	1 	I 	PRP
Jer 	23 	9 	1 	18 	1 	am 	VBP
Jer 	23 	9 	1 	19 	1 	like 	IN
Jer 	23 	9 	1 	20 	1 	a 	DT
Jer 	23 	9 	1 	21 	1 	drunken 	NN
Jer 	23 	9 	1 	22 	1 	man 	NN
Jer 	23 	9 	1 	23 	0 	,
Jer 	23 	9 	1 	24 	1 	and 	CC
Jer 	23 	9 	1 	25 	1 	like 	IN
Jer 	23 	9 	1 	26 	1 	a 	DT
Jer 	23 	9 	1 	27 	1 	man 	NN
Jer 	23 	9 	1 	28 	1 	whom 	WP
Jer 	23 	9 	1 	29 	1 	wine 	NN
Jer 	23 	9 	1 	30 	1 	hath 	NN
Jer 	23 	9 	1 	31 	1 	overcome 	NN
Jer 	23 	9 	1 	32 	0 	,
Jer 	23 	9 	1 	33 	1 	because 	IN
Jer 	23 	9 	1 	34 	1 	of 	IN
Jer 	23 	9 	1 	35 	1 	the 	DT
Jer 	23 	9 	1 	36 	1 	LORD 	NN
Jer 	23 	9 	1 	37 	0 	,
Jer 	23 	9 	1 	38 	1 	and 	CC
Jer 	23 	9 	1 	39 	1 	because 	IN
Jer 	23 	9 	1 	40 	1 	of 	IN
Jer 	23 	9 	1 	41 	1 	the 	DT
Jer 	23 	9 	1 	42 	1 	words 	NNS
Jer 	23 	9 	1 	43 	1 	of 	IN
Jer 	23 	9 	1 	44 	1 	his 	PRP$
Jer 	23 	9 	1 	45 	1 	holiness 	NN
Jer 	23 	9 	1 	46 	0 	.
Jer 	23 	10 	1 	1 	1 	For 	IN
Jer 	23 	10 	1 	2 	1 	the 	DT
Jer 	23 	10 	1 	3 	1 	land 	NN
Jer 	23 	10 	1 	4 	1 	is 	VBZ
Jer 	23 	10 	1 	5 	1 	full 	JJ
Jer 	23 	10 	1 	6 	1 	of 	IN
Jer 	23 	10 	1 	7 	1 	adulterers 	NNS
Jer 	23 	10 	1 	8 	0 	;
Jer 	23 	10 	1 	9 	1 	for 	IN
Jer 	23 	10 	1 	10 	1 	because 	IN
Jer 	23 	10 	1 	11 	1 	of 	IN
Jer 	23 	10 	1 	12 	1 	swearing 	VBG
Jer 	23 	10 	1 	13 	1 	the 	DT
Jer 	23 	10 	1 	14 	1 	land 	NN
Jer 	23 	10 	1 	15 	1 	mourneth 	NNS
Jer 	23 	10 	1 	16 	0 	;
Jer 	23 	10 	1 	17 	1 	the 	DT
Jer 	23 	10 	1 	18 	1 	pleasant 	NN
Jer 	23 	10 	1 	19 	1 	places 	NNS
Jer 	23 	10 	1 	20 	1 	of 	IN
Jer 	23 	10 	1 	21 	1 	the 	DT
Jer 	23 	10 	1 	22 	1 	wilderness 	NN
Jer 	23 	10 	1 	23 	1 	are 	VBP
Jer 	23 	10 	1 	24 	1 	dried 	VBN
Jer 	23 	10 	1 	25 	1 	up 	RB
Jer 	23 	10 	1 	26 	0 	,
Jer 	23 	10 	1 	27 	1 	and 	CC
Jer 	23 	10 	1 	28 	1 	their 	PRP$
Jer 	23 	10 	1 	29 	1 	course 	NN
Jer 	23 	10 	1 	30 	1 	is 	VBZ
Jer 	23 	10 	1 	31 	1 	evil 	NN
Jer 	23 	10 	1 	32 	0 	,
Jer 	23 	10 	1 	33 	1 	and 	CC
Jer 	23 	10 	1 	34 	1 	their 	PRP$
Jer 	23 	10 	1 	35 	1 	force 	NN
Jer 	23 	10 	1 	36 	1 	is 	VBZ
Jer 	23 	10 	1 	37 	1 	not 	RB
Jer 	23 	10 	1 	38 	1 	right 	NN
Jer 	23 	10 	1 	39 	0 	.
Jer 	23 	11 	1 	1 	1 	For 	IN
Jer 	23 	11 	1 	2 	1 	both 	DT
Jer 	23 	11 	1 	3 	1 	prophet 	NN
Jer 	23 	11 	1 	4 	1 	and 	CC
Jer 	23 	11 	1 	5 	1 	priest 	NN
Jer 	23 	11 	1 	6 	1 	are 	VBP
Jer 	23 	11 	1 	7 	1 	profane 	NN
Jer 	23 	11 	1 	8 	0 	;
Jer 	23 	11 	1 	9 	1 	yea 	NN
Jer 	23 	11 	1 	10 	0 	,
Jer 	23 	11 	1 	11 	1 	in 	IN
Jer 	23 	11 	1 	12 	1 	my 	PRP$
Jer 	23 	11 	1 	13 	1 	house 	NN
Jer 	23 	11 	1 	14 	1 	have 	VB
Jer 	23 	11 	1 	15 	1 	I 	PRP
Jer 	23 	11 	1 	16 	1 	found 	NN
Jer 	23 	11 	1 	17 	1 	their 	PRP$
Jer 	23 	11 	1 	18 	1 	wickedness 	NN
Jer 	23 	11 	1 	19 	0 	,
Jer 	23 	11 	1 	20 	1 	saith 	NN
Jer 	23 	11 	1 	21 	1 	the 	DT
Jer 	23 	11 	1 	22 	1 	LORD 	NN
Jer 	23 	11 	1 	23 	0 	.
Jer 	23 	12 	1 	1 	1 	Wherefore 	IN
Jer 	23 	12 	1 	2 	1 	their 	PRP$
Jer 	23 	12 	1 	3 	1 	way 	NN
Jer 	23 	12 	1 	4 	1 	shall 	MD
Jer 	23 	12 	1 	5 	1 	be 	VB
Jer 	23 	12 	1 	6 	1 	unto 	NN
Jer 	23 	12 	1 	7 	1 	them 	PRP
Jer 	23 	12 	1 	8 	1 	as 	IN
Jer 	23 	12 	1 	9 	1 	slippery 	NN
Jer 	23 	12 	1 	10 	1 	ways 	NNS
Jer 	23 	12 	1 	11 	1 	in 	IN
Jer 	23 	12 	1 	12 	1 	the 	DT
Jer 	23 	12 	1 	13 	1 	darkness 	NN
Jer 	23 	12 	1 	14 	0 	:
Jer 	23 	12 	1 	15 	1 	they 	PRP
Jer 	23 	12 	1 	16 	1 	shall 	MD
Jer 	23 	12 	1 	17 	1 	be 	VB
Jer 	23 	12 	1 	18 	1 	driven 	NN
Jer 	23 	12 	1 	19 	1 	on 	IN
Jer 	23 	12 	1 	20 	0 	,
Jer 	23 	12 	1 	21 	1 	and 	CC
Jer 	23 	12 	1 	22 	1 	fall 	NN
Jer 	23 	12 	1 	23 	1 	therein 	NN
Jer 	23 	12 	1 	24 	0 	:
Jer 	23 	12 	1 	25 	1 	for 	IN
Jer 	23 	12 	1 	26 	1 	I 	PRP
Jer 	23 	12 	1 	27 	1 	will 	MD
Jer 	23 	12 	1 	28 	1 	bring 	NN
Jer 	23 	12 	1 	29 	1 	evil 	NN
Jer 	23 	12 	1 	30 	1 	upon 	IN
Jer 	23 	12 	1 	31 	1 	them 	PRP
Jer 	23 	12 	1 	32 	0 	,
Jer 	23 	12 	1 	33 	1 	even 	RB
Jer 	23 	12 	1 	34 	1 	the 	DT
Jer 	23 	12 	1 	35 	1 	year 	NN
Jer 	23 	12 	1 	36 	1 	of 	IN
Jer 	23 	12 	1 	37 	1 	their 	PRP$
Jer 	23 	12 	1 	38 	1 	visitation 	NN
Jer 	23 	12 	1 	39 	0 	,
Jer 	23 	12 	1 	40 	1 	saith 	NN
Jer 	23 	12 	1 	41 	1 	the 	DT
Jer 	23 	12 	1 	42 	1 	LORD 	NN
Jer 	23 	12 	1 	43 	0 	.
Jer 	23 	13 	1 	1 	1 	And 	CC
Jer 	23 	13 	1 	2 	1 	I 	PRP
Jer 	23 	13 	1 	3 	1 	have 	VB
Jer 	23 	13 	1 	4 	1 	seen 	VBN
Jer 	23 	13 	1 	5 	1 	folly 	RB
Jer 	23 	13 	1 	6 	1 	in 	IN
Jer 	23 	13 	1 	7 	1 	the 	DT
Jer 	23 	13 	1 	8 	1 	prophets 	NNS
Jer 	23 	13 	1 	9 	1 	of 	IN
Jer 	23 	13 	1 	10 	1 	Samaria 	NNS
Jer 	23 	13 	1 	11 	0 	;
Jer 	23 	13 	1 	12 	1 	they 	PRP
Jer 	23 	13 	1 	13 	1 	prophesied 	VBN
Jer 	23 	13 	1 	14 	1 	in 	IN
Jer 	23 	13 	1 	15 	1 	Baal 	NN
Jer 	23 	13 	1 	16 	0 	,
Jer 	23 	13 	1 	17 	1 	and 	CC
Jer 	23 	13 	1 	18 	1 	caused 	VBN
Jer 	23 	13 	1 	19 	1 	my 	PRP$
Jer 	23 	13 	1 	20 	1 	people 	NNS
Jer 	23 	13 	1 	21 	1 	Israel 	NNP
Jer 	23 	13 	1 	22 	1 	to 	TO
Jer 	23 	13 	1 	23 	1 	err 	NN
Jer 	23 	13 	1 	24 	0 	.
Jer 	23 	14 	1 	1 	1 	I 	PRP
Jer 	23 	14 	1 	2 	1 	have 	VB
Jer 	23 	14 	1 	3 	1 	seen 	VBN
Jer 	23 	14 	1 	4 	1 	also 	RB
Jer 	23 	14 	1 	5 	1 	in 	IN
Jer 	23 	14 	1 	6 	1 	the 	DT
Jer 	23 	14 	1 	7 	1 	prophets 	NNS
Jer 	23 	14 	1 	8 	1 	of 	IN
Jer 	23 	14 	1 	9 	1 	Jerusalem 	NN
Jer 	23 	14 	1 	10 	1 	an 	DT
Jer 	23 	14 	1 	11 	1 	horrible 	JJ
Jer 	23 	14 	1 	12 	1 	thing 	NN
Jer 	23 	14 	1 	13 	0 	:
Jer 	23 	14 	1 	14 	1 	they 	PRP
Jer 	23 	14 	1 	15 	1 	commit 	NN
Jer 	23 	14 	1 	16 	1 	adultery 	NN
Jer 	23 	14 	1 	17 	0 	,
Jer 	23 	14 	1 	18 	1 	and 	CC
Jer 	23 	14 	1 	19 	1 	walk 	NN
Jer 	23 	14 	1 	20 	1 	in 	IN
Jer 	23 	14 	1 	21 	1 	lies 	NNS
Jer 	23 	14 	1 	22 	0 	:
Jer 	23 	14 	1 	23 	1 	they 	PRP
Jer 	23 	14 	1 	24 	1 	strengthen 	NN
Jer 	23 	14 	1 	25 	1 	also 	RB
Jer 	23 	14 	1 	26 	1 	the 	DT
Jer 	23 	14 	1 	27 	1 	hands 	NNS
Jer 	23 	14 	1 	28 	1 	of 	IN
Jer 	23 	14 	1 	29 	1 	evildoers 	NNS
Jer 	23 	14 	1 	30 	0 	,
Jer 	23 	14 	1 	31 	1 	that 	IN
Jer 	23 	14 	1 	32 	1 	none 	NN
Jer 	23 	14 	1 	33 	1 	doth 	NN
Jer 	23 	14 	1 	34 	1 	return 	NN
Jer 	23 	14 	1 	35 	1 	from 	IN
Jer 	23 	14 	1 	36 	1 	his 	PRP$
Jer 	23 	14 	1 	37 	1 	wickedness 	NN
Jer 	23 	14 	1 	38 	0 	;
Jer 	23 	14 	1 	39 	1 	they 	PRP
Jer 	23 	14 	1 	40 	1 	are 	VBP
Jer 	23 	14 	1 	41 	1 	all 	DT
Jer 	23 	14 	1 	42 	1 	of 	IN
Jer 	23 	14 	1 	43 	1 	them 	PRP
Jer 	23 	14 	1 	44 	1 	unto 	NN
Jer 	23 	14 	1 	45 	1 	me 	PRP
Jer 	23 	14 	1 	46 	1 	as 	IN
Jer 	23 	14 	1 	47 	1 	Sodom 	NN
Jer 	23 	14 	1 	48 	0 	,
Jer 	23 	14 	1 	49 	1 	and 	CC
Jer 	23 	14 	1 	50 	1 	the 	DT
Jer 	23 	14 	1 	51 	1 	inhabitants 	NNS
Jer 	23 	14 	1 	52 	1 	thereof 	NN
Jer 	23 	14 	1 	53 	1 	as 	IN
Jer 	23 	14 	1 	54 	1 	Gomorrah 	NN
Jer 	23 	14 	1 	55 	0 	.
Jer 	23 	15 	1 	1 	1 	Therefore 	RB
Jer 	23 	15 	1 	2 	1 	thus 	RB
Jer 	23 	15 	1 	3 	1 	saith 	NN
Jer 	23 	15 	1 	4 	1 	the 	DT
Jer 	23 	15 	1 	5 	1 	LORD 	NN
Jer 	23 	15 	1 	6 	1 	of 	IN
Jer 	23 	15 	1 	7 	1 	hosts 	NNS
Jer 	23 	15 	1 	8 	1 	concerning 	VBG
Jer 	23 	15 	1 	9 	1 	the 	DT
Jer 	23 	15 	1 	10 	1 	prophets 	NNS
Jer 	23 	15 	1 	11 	0 	;
Jer 	23 	15 	1 	12 	1 	Behold 	NN
Jer 	23 	15 	1 	13 	0 	,
Jer 	23 	15 	1 	14 	1 	I 	PRP
Jer 	23 	15 	1 	15 	1 	will 	MD
Jer 	23 	15 	1 	16 	1 	feed 	NN
Jer 	23 	15 	1 	17 	1 	them 	PRP
Jer 	23 	15 	1 	18 	1 	with 	IN
Jer 	23 	15 	1 	19 	1 	wormwood 	NN
Jer 	23 	15 	1 	20 	0 	,
Jer 	23 	15 	1 	21 	1 	and 	CC
Jer 	23 	15 	1 	22 	1 	make 	VB
Jer 	23 	15 	1 	23 	1 	them 	PRP
Jer 	23 	15 	1 	24 	1 	drink 	NN
Jer 	23 	15 	1 	25 	1 	the 	DT
Jer 	23 	15 	1 	26 	1 	water 	NN
Jer 	23 	15 	1 	27 	1 	of 	IN
Jer 	23 	15 	1 	28 	1 	gall 	NN
Jer 	23 	15 	1 	29 	0 	:
Jer 	23 	15 	1 	30 	1 	for 	IN
Jer 	23 	15 	1 	31 	1 	from 	IN
Jer 	23 	15 	1 	32 	1 	the 	DT
Jer 	23 	15 	1 	33 	1 	prophets 	NNS
Jer 	23 	15 	1 	34 	1 	of 	IN
Jer 	23 	15 	1 	35 	1 	Jerusalem 	NN
Jer 	23 	15 	1 	36 	1 	is 	VBZ
Jer 	23 	15 	1 	37 	1 	profaneness 	NN
Jer 	23 	15 	1 	38 	1 	gone 	VBN
Jer 	23 	15 	1 	39 	1 	forth 	NN
Jer 	23 	15 	1 	40 	1 	into 	IN
Jer 	23 	15 	1 	41 	1 	all 	DT
Jer 	23 	15 	1 	42 	1 	the 	DT
Jer 	23 	15 	1 	43 	1 	land 	NN
Jer 	23 	15 	1 	44 	0 	.
Jer 	23 	16 	1 	1 	1 	Thus 	RB
Jer 	23 	16 	1 	2 	1 	saith 	NN
Jer 	23 	16 	1 	3 	1 	the 	DT
Jer 	23 	16 	1 	4 	1 	LORD 	NN
Jer 	23 	16 	1 	5 	1 	of 	IN
Jer 	23 	16 	1 	6 	1 	hosts 	NNS
Jer 	23 	16 	1 	7 	0 	,
Jer 	23 	16 	1 	8 	1 	Hearken 	NNP
Jer 	23 	16 	1 	9 	1 	not 	RB
Jer 	23 	16 	1 	10 	1 	unto 	NN
Jer 	23 	16 	1 	11 	1 	the 	DT
Jer 	23 	16 	1 	12 	1 	words 	NNS
Jer 	23 	16 	1 	13 	1 	of 	IN
Jer 	23 	16 	1 	14 	1 	the 	DT
Jer 	23 	16 	1 	15 	1 	prophets 	NNS
Jer 	23 	16 	1 	16 	1 	that 	IN
Jer 	23 	16 	1 	17 	1 	prophesy 	NN
Jer 	23 	16 	1 	18 	1 	unto 	NN
Jer 	23 	16 	1 	19 	1 	you 	PRP
Jer 	23 	16 	1 	20 	0 	:
Jer 	23 	16 	1 	21 	1 	they 	PRP
Jer 	23 	16 	1 	22 	1 	make 	VB
Jer 	23 	16 	1 	23 	1 	you 	PRP
Jer 	23 	16 	1 	24 	1 	vain 	NN
Jer 	23 	16 	1 	25 	0 	:
Jer 	23 	16 	1 	26 	1 	they 	PRP
Jer 	23 	16 	1 	27 	1 	speak 	NN
Jer 	23 	16 	1 	28 	1 	a 	DT
Jer 	23 	16 	1 	29 	1 	vision 	NN
Jer 	23 	16 	1 	30 	1 	of 	IN
Jer 	23 	16 	1 	31 	1 	their 	PRP$
Jer 	23 	16 	1 	32 	1 	own 	JJ
Jer 	23 	16 	1 	33 	1 	heart 	NN
Jer 	23 	16 	1 	34 	0 	,
Jer 	23 	16 	1 	35 	1 	and 	CC
Jer 	23 	16 	1 	36 	1 	not 	RB
Jer 	23 	16 	1 	37 	1 	out 	IN
Jer 	23 	16 	1 	38 	1 	of 	IN
Jer 	23 	16 	1 	39 	1 	the 	DT
Jer 	23 	16 	1 	40 	1 	mouth 	NN
Jer 	23 	16 	1 	41 	1 	of 	IN
Jer 	23 	16 	1 	42 	1 	the 	DT
Jer 	23 	16 	1 	43 	1 	LORD 	NN
Jer 	23 	16 	1 	44 	0 	.
Jer 	23 	17 	1 	1 	1 	They 	PRP
Jer 	23 	17 	1 	2 	1 	say 	VB
Jer 	23 	17 	1 	3 	1 	still 	RB
Jer 	23 	17 	1 	4 	1 	unto 	NN
Jer 	23 	17 	1 	5 	1 	them 	PRP
Jer 	23 	17 	1 	6 	1 	that 	IN
Jer 	23 	17 	1 	7 	1 	despise 	NN
Jer 	23 	17 	1 	8 	1 	me 	PRP
Jer 	23 	17 	1 	9 	0 	,
Jer 	23 	17 	1 	10 	1 	The 	DT
Jer 	23 	17 	1 	11 	1 	LORD 	NN
Jer 	23 	17 	1 	12 	1 	hath 	NN
Jer 	23 	17 	1 	13 	1 	said 	VBD
Jer 	23 	17 	1 	14 	0 	,
Jer 	23 	17 	1 	15 	1 	Ye 	NN
Jer 	23 	17 	1 	16 	1 	shall 	MD
Jer 	23 	17 	1 	17 	1 	have 	VB
Jer 	23 	17 	1 	18 	1 	peace 	NN
Jer 	23 	17 	1 	19 	0 	;
Jer 	23 	17 	1 	20 	1 	and 	CC
Jer 	23 	17 	1 	21 	1 	they 	PRP
Jer 	23 	17 	1 	22 	1 	say 	VB
Jer 	23 	17 	1 	23 	1 	unto 	NN
Jer 	23 	17 	1 	24 	1 	every 	DT
Jer 	23 	17 	1 	25 	1 	one 	CD
Jer 	23 	17 	1 	26 	1 	that 	IN
Jer 	23 	17 	1 	27 	1 	walketh 	NNS
Jer 	23 	17 	1 	28 	1 	after 	IN
Jer 	23 	17 	1 	29 	1 	the 	DT
Jer 	23 	17 	1 	30 	1 	imagination 	NN
Jer 	23 	17 	1 	31 	1 	of 	IN
Jer 	23 	17 	1 	32 	1 	his 	PRP$
Jer 	23 	17 	1 	33 	1 	own 	JJ
Jer 	23 	17 	1 	34 	1 	heart 	NN
Jer 	23 	17 	1 	35 	0 	,
Jer 	23 	17 	1 	36 	1 	No 	DT
Jer 	23 	17 	1 	37 	1 	evil 	NN
Jer 	23 	17 	1 	38 	1 	shall 	MD
Jer 	23 	17 	1 	39 	1 	come 	VB
Jer 	23 	17 	1 	40 	1 	upon 	IN
Jer 	23 	17 	1 	41 	1 	you 	PRP
Jer 	23 	17 	1 	42 	0 	.
Jer 	23 	18 	1 	1 	1 	For 	IN
Jer 	23 	18 	1 	2 	1 	who 	WP
Jer 	23 	18 	1 	3 	1 	hath 	NN
